GEF ID,Lead GEF Agency,Country,Geographic Scope,Project title,Project Short Title,Task Manager,Project Type,Current Project  Status,Focal Area_A,Subprogramme,PIF/Council Approval Date,Date of full project submission to GEF Secretariat,PPG  CEO Approval,UNEP signature date      (PPG),Expected/ Actual Completion date PPG,PPG WBSE,Project Preparation Grant (PPG),  Project CEO Approval/Endorsement Date,UNEP signature date  (Project),Date of latest signature date on the umbrella legal instrument,Expected Technical Completion date (Project),Revised Technical Completion date (Project),Actual Technical Completion date (Project),Expected Completion date (Validity of the LA),Number of Amendments to LA,Actual Completion date (Validity of the LA),Project WBSE,S1 Grant Code,P1 Grant Code,Project  Grant ,  Co-financing Amount ,  PA focal point  , FMO , FA Focal Point , Project mid-term review/evaluation status , Project terminal evaluation status  , Date of project financial closure , Fund , Branch , Comments  ,Technical completion date, Corporate Services(AG_Fee) , Project Cycle Activities(AG_Fee) , Portfolio_Total(AG_Fee) 
4905,UNEP,Cambodia,Asia Pacific,Strengthening national biodiversity and forest carbon stock conservation through landscape-based collaborative management of Cambodia's Protected Area System as demonstrated in the Mondulkiri Conservation Landscape (CAMPAS project),Campas,Max Zieren,FSP,Under Implementation,Multi-focal Areas(BD/CCM),Ecosystem Management,15-Nov-12,01-Apr-15,12-Oct-12,08-May-13,30-Sep-14,SB-000688.24.01,"$100,000.00",25-Aug-15,28-Jun-16,23-Jun-16,30-Jun-21,30-Jun-22,,30-Jun-22,,,SB-006045,S1-32GFL-000621,P1-33GFL-000969,"$4,718,182"," 14,570,590 ",Peerayot Sidonrusmee,Janet Bwiza,Serah Shaiya,Not Completed,22-Feb,,GFL,Biodiversity and Land Branch (BLB), in process of extension to 30 June 2022 ,06/30/2022," 47,182 "," 424,636 "," 471,818 "
4930,UNEP,"Global (Indonesia, Sri Lanka, Madagascar, Malaysia, Mozambique, Timor Leste, Vanuatu)",Global ,Enhancing the Conservation Effectiveness of Seagrass Ecosytems Supporting Globally Significant Populations of Dugong Across the Indian and the Pacific oceans Basins,The Dugong and Seagras,Max Zieren,FSP,Completed,Biodiversity ,Ecosystem Management,07-Jun-12,,18-Jun-12,05-Nov-12,30-Nov-13,,"$170,000.00",08-Jul-14,15-Dec-14,07-Dec-14,30-Sep-18,,,30-Sep-19,,,SB-000883.33,S1-32GFL-000572,P1-33GFL-000566,"$5,884,018"," 99,299,043 ",Peerayot Sidonrusmee,Janet Bwiza,Serah Shaiya,,,,GFL,Biodiversity and Land Branch (BLB),Under closure; finance to verify,09/30/2018," 58,840 "," 529,562 "," 588,402 "
4937,UNEP,South Africa,Africa ,Strengthening Wildlife Forensic Capabilities to combact Wildlife Crime for Conservation and sustainable use of species (Target: Rhinoceros),South Africa Rhino project,Jane Nimpamya,FSP,Technically Completed,Biodiversity,Ecosystem Management,07-Jun-12,,19-Apr-12,,24-Feb-14,,"$36,818.00",05-Dec-13,19-May-14,19-May-14,31-Dec-19,,,30-Dec-20,,,"SB-000689.33,SB-000689.33.01,SB-000689.33.02,SB-000689.33.03",S1-32GFL-000477,P1-33GFL-000469,"$2,690,455"," 23,795,000 ",Evelyn Machasio,George Saddimbah,Michael Atogoh,,,,,Biodiversity and Land Branch (BLB),,12/31/2019," 26,905 "," 242,141 "," 269,046 "
4943,UNEP,Congo,Africa ,Support to Congo for the Revision of the NBSAPs and Development of Fifth National Report to the CBD ,Congo Republic (SC),Jane Nimpamya,EA,Technically Completed,Biodiversity,Ecosystem Management,30-Jul-12,,,,,,$0.00,30-Jul-12,23-Oct-12,27-Sep-12,30-Jun-14,30-Jun-14,31-Dec-15,31-Dec-15,1,31-Dec-15,SB-000760.02.55,S1-32GFL-000367,P1-33GFL-000320,"$220,000"," 212,000 ",Evelyn Machasio ,George Saddimbah,Michael Atogoh,N/A,N/A,,GFL,Biodiversity and Land Branch (BLB),,12/31/2015," 2,200 "," 19,800 "," 22,000 "
4970,UNEP,Cote d' Ivoire,Africa ,"Integrated Management of protected Areas in Cote d' Ivoire, West Africa ",Ivory Coast FSP,Adamou Bouhari,FSP,Under Implementation,Multi-focal Areas(BD/LD),Ecosystems Management,07-Jun-12,01-Mar-15,15-Oct-12,18-Dec-12,31-Dec-13,SB-000780.72,"$60,000.00",06-Apr-15,27-Jul-16,27-Jul-16,30-Jun-22,30-Jun-22,,30-Jun-22,1,30-Jun-22,SB-007503,S1-32GFL-000621,P1-33GFL-001069,"$4,240,000"," 48,745,550 ",Eric Mugo,George Saddimbah,Linda Choge,Not Completed,Pending,30-Jun-21,GFL,Biodiversity and Land Branch (BLB),,06/30/2022," 42,400 "," 381,600 "," 424,000 "
4983,UNEP,Madagascar ,Africa,Alignment of National Action programme to the UNCCD 10 years strategy and preparation of the fifth Reporting and Review process,4C54,Adamou Bouhari,EA ,Completed,Land Degradation,Ecosystems Management,10-Jul-12,10-Jul-12,,,,,$0.00,10-Jul-12,14-Aug-12,31-Jul-12,30-Jun-14,30-Jun-15,30-Jun-15,30-Jun-15,,30-Jun-15,SB-000762,S1-32GFL-000380,P1-33GFL-000395,"$136,364"," 150,000 ",Eric Mugo,George Saddimbah,Linda Choge,,,31-Dec-14,GFL,Biodiversity and Land Branch (BLB),,06/30/2015," 1,364 "," 12,273 "," 13,636 "
4988,UNEP,Georgia ,Europe,Alignment of National Action Programmr and preparation of the Second Leg of the Fourth Reporting and Review Process,4C54,Adamou Bouhari,EA,Completed,Land Degradation,Ecosystems Management,14-Jun-12,08-May-12,,,,,$0.00,14-Jun-12,17-Sep-12,06-Sep-12,31-Dec-14,,,31-Dec-14,,31-Dec-14,SB-000762,S1-32GFL-000380,P1-33GFL-000375,"$136,364"," 227,000 ",Eric Mugo,George Saddimbah,Linda Choge,,,31-Dec-14,GFL,Biodiversity and Land Branch (BLB),,12/31/2014," 1,364 "," 12,273 "," 13,636 "
5042,UNEP,Uganda,Africa,Alignment of National Action programs with the UNCCD 10 year strategy and reporting process.,4C54,Adamou Bouhari,EA,Under implementation,Land Degradation,Ecosystems Management,20-Aug-12,16-Jul-12,,,,,$0.00,20-Aug-12,05-Mar-13,05-Mar-13,31-Dec-14,30-Mar-22,30-Mar-22,31-Dec-14,1,30-Aug-22,SB-000762.24.98,S1-32GFL-000380,2000004934,"$136,364"," 155,000 ",Eric Mugo,George Saddimbah,Linda Choge,,,30-Aug-22,GFL,Biodiversity and Land Branch (BLB),,03/30/2022," 1,364 "," 12,273 "," 13,636 "
5047,UNEP,Russian Federation,Europe,Support to Russian Federation for the Revision of the NBSAPs and Development of Fifth National Report to the Convention on Biological Diversity (CBD),Russia(SC),Jane Nimpamya,EA,Completed,Biodiversity,,,,,,,,,,,,,,,,,,,S1-32GFL-000367,,"$370,000",370000,,George Saddimbah,Michael Atogoh,,,,GFL,,,12/30/1899," 3,700 "," 33,300 "," 37,000 "
5050,UNEP,Ukraine,Europe,Alignment of National Action programs with the UNCCD 10 year strategy and reporting process.,4C54,Adamou Bouhari,EA,Completed,Land Degradation,Ecosystems Management,21-Aug-12,31-Jul-12,,,,,$0.00,21-Aug-12,23-Nov-12,23-Nov-12,31-Dec-14,,,31-Dec-14,,31-Dec-14,SB-000762,S1-32GFL-000380,P1-33GFL-000407,"$136,364"," 150,000 ",Eric Mugo,George Saddimbah,Linda Choge,,,30-Jun-15,GFL,Biodiversity and Land Branch (BLB),,12/31/2014," 1,364 "," 12,273 "," 13,636 "
5057,UNEP,St. Lucia,Latin America and the Caribbean,Iyanola- Natural Resource Management of the North East Coast,St Lucia NRM IYANOLA,Christopher Cox,FSP ,Under Implementation,Multi-focal Areas(BD/LD/CCM),Ecosystem Management,15-Nov-12,,06-Dec-12,06-Feb-13,10-Oct-18,SB-000688.14.01,"$162,727.00",04-Dec-14,31-Mar-15,30-Mar-15,30-Dec-19,31-Mar-22,,31-Dec-22,2,,SB-000688.14.01,S1-32GFL-000398,P1-33GFL-000373,"$2,331,818"," 5,018,881 ",Gloritzel Frangakis ,George Saddimbah,Weldon Lemein,Completed,Yet to be initiated,,GFL,Biodiversity and Land Branch (BLB),,03/31/2022," 23,318 "," 209,864 "," 233,182 "
5076,UNEP,Bosnia-Herzegovina,Europe,Support to Bosnia and Herzegovina for the Development of Nation Action Programs Aligned to the UNCCD 10 Year Strategy and Reporting Process,4C54,Adamou Bouhari,EA,Completed,Land Degradation,Ecosystems Management,30-Aug-12,15-Aug-12,,,,,$0.00,30-Aug-12,07-Jan-13,07-Jan-13,31-Dec-14,,,31-Dec-14,,31-Dec-14,SB-000762,S1-32GFL-000380,P1-33GFL-000513,"$136,364"," 150,000 ",Eric Mugo,George Saddimbah,Linda Choge,,,31-Dec-14,GFL,Biodiversity and Land Branch (BLB),,12/31/2014," 1,364 "," 12,273 "," 13,636 "
5077,UNEP,Azerbaijan,Europe,Development and Alignment of National Action programme to the UNCCD 10 Year Stategy and Preparation of the Reporting and Review process.,4C54,Adamou Bouhari,EA,Completed,Land Degradation,Ecosystems Management,30-Aug-12,15-Aug-12,,,,,$0.00,30-Aug-12,12-Nov-12,12-Nov-12,31-Dec-14,,,31-Dec-14,,31-Dec-14,SB-000762,S1-32GFL-000380,P1-33GFL-000382,"$136,364"," 150,000 ",Eric Mugo,George Saddimbah,Linda Choge,,,31-Dec-14,GFL,Biodiversity and Land Branch (BLB),,12/31/2014," 1,364 "," 12,273 "," 13,636 "
5085,UNEP,Panama,Latin America and the caribbean,Alignment of National Action programs with the UNCCD 10 year strategy and reporting process.,Panama UNCCD,Robert Erath,EA,Completed,Land Degradation,Ecosystem Management,20-Aug-12,,,,,,$0.00,20-Aug-12,13-Feb-15,06-Feb-15,31-Dec-15,,28-Jun-16,30-Jun-16,,30-Jun-16,SB-000762,,,"$136,364"," 240,000 ",Gloritzel Frangakis ,Janet Bwiza,Lilian Musyoka,N/A,Completed,,GFL,Biodiversity and Land Branch (BLB),,06/28/2016," 1,364 "," 12,273 "," 13,636 "
5132,UNEP,India,Asia Pacific,Integrated Management of Wetland Biodiversity and Ecosystem Services for Water and Food Security,IMWBES,Max Zieren,FSP,Under Implementation,Biodiversity,Ecosystem Management,20-Jun-13,,28-Aug-13,02-Apr-14,30-Apr-15,SB-000689.18.01,"$50,000.00",29-Mar-16,21-Mar-19,24-Jul-19,20-Mar-24,,,30-Apr-25,,,SB-012159,S1-32GFL-000617,,"$4,196,575"," 20,217,000 ",Peerayot Sidonrusmee,Janet Bwiza,Serah Shaiya,,t.b.d,,GFL,Biodiversity and Land Branch (BLB),Yet to start,03/20/2024," 41,966 "," 377,692 "," 419,658 "
5135,UNEP,Chile,Latin America and the Caribbean,Protecting Biodiversity and Multiple Ecosystem Services in Biological Mountain Corridors in Chile's Mediterranean Ecosystem,Chile SFM/FSP,Robert Erath,FSP,Under Implementation,Multi-focal Areas(BD/LD),Ecosystem Management,20-Jun-13,,24-Apr-13,06-Sep-13,31-Dec-14,SB-000689.14.01,"$150,000.00",04-May-15,30-Jun-16,27-Jun-16,27-Jun-21,30-Jun-22,,30-Jun-23,1,, SB-004356,S1-32GFL-000621,,"$5,657,201"," 26,952,404 ",Gloritzel Frangakis ,Janet Bwiza,Elizabeth Goro,Completed,N/A,,GFL,Biodiversity and Land Branch (BLB),NCE approved,06/30/2022," 56,572 "," 509,148 "," 565,720 "
5136,UNEP,"Global (Mali, Indonesia, Somalia Republic, Thailand, Vietnam, Maldives, Rwanda, Sudan, Myanmar, Ethiopia, Mozambique, Egypt, Malawi, Namibia, Barbados, Mauritius, Eritrea, Swaziland, Belize, Chile) ","Global (Africa, Asia Pacific)",Support to 20 GEF Eligible Parties for Alignment of  National Action Programs and Reporting  Process under UNCCD (Add-on Umbrella 2),UNCCD Indonesia 4C54,Adamou Bouhari,EA,Under Implementation,land Degradation,Ecosystems Management,11-Oct-12,12-Sep-12,,,,,$0.00,11-Oct-12,02-Aug-12,02-Aug-12,31-Dec-14,30-Mar-22,30-Mar-22,01-Jul-14,,30-Aug-22,SB-000762.24.85,S1-32GFL-000380,"P1-33GFL-000345,P1-33GFL-000665","$1,000,000"," 950,000 ",Eric Mugo,George Saddimbah,Rachel Kagiri,,,,GFL,Biodiversity and Land Branch (BLB),,03/30/2022," 10,000 "," 90,000 "," 100,000 "
5137,UNEP,India,Asia Pacific,Mainstreaming Agrobiodiversity Conservation and Utilization in Agricultural Sector to Ensure Ecosystem Services and Reduce Vulnerability,GEF - INDIA FSP,Max Zieren,FSP,Under Implementation,Biodiversity,Ecosystem Management,12-Apr-13,01-Apr-15,20-Feb-13,26-Aug-13,30-Apr-15,SB-000689.11,"$150,000.00",20-Jan-16,30-Nov-16,28-Nov-16,30-Nov-21,31-Jan-22,,30-Nov-22,,,SB-006538,S1-32GFL-000617,P1-33GFL-001046,"$3,046,347"," 10,294,750 ",Peerayot Sidonrusmee,Janet Bwiza,Serah Shaiya,Not Completed,Q1 2022,,GFL,Biodiversity and Land Branch (BLB),,01/31/2022," 30,463 "," 274,171 "," 304,635 "
5138,UNEP,Ghana,Africa,Support to Ghana for the Revision of the National Biodiversitty Strategy and Action Plan (NBSAPs and Development of Fifth National Report to the Convention on Biological Diversity (CBD),Ghans NBSAP,Jane Nimpamya,EA,Under Implementation,Biodiversity,Ecosystem Management,03-Oct-12,,,,,,$0.00,03-Oct-12,25-Feb-13,12-Nov-12,30-Jun-14,31-Dec-23,31-Dec-21,30-Jun-21,3,30-Jun-22,SB-000760.02.59,S1-32GFL-000367,P1-33GFL-000324,"$220,000"," 214,000 ",Evelyn Machasio,George Saddimbah,Michael Atogoh,N/A,N/A,,GFL,Biodiversity and Land Branch (BLB),,12/31/2023," 2,200 "," 19,800 "," 22,000 "
5172,UNEP,Global,Global,Global support for the Entry of the Nagoya protocol on access and benefit sharing ,Nagoya Protocol,Jane Nimpamya,MSP,Completed,Biodiversity,Ecosystem Management,01-Oct-12,,,,,,$0.00,01-Oct-12,29-Jun-18,29-Jun-18,,,,31-Dec-20,2,,"SB-000702.01,SB-000702.01.01,SB-000702.01.01.01,SB-000702.01.01.02,SB-000702.01.01.03,SB-000702.01.01.04,SB-000702.01.01.05,SB-000702.01.01.06,SB-000702.01.01.07,SB-000702.01.02,SB-000702.01.03,SB-000702.01.03.01",S1-32NPL-000004,"P1-33NPL-000004,P1-33NPL-000005,P1-33NPL-000017,P1-33NPL-000018,P1-33NPL-000019,P1-33NPL-000021,P1-33NPL-000022,P1-33NPL-000028","$1,000,000"," 627,500 ",Aska Ochiel ,George Saddimbah,Michael Atogoh,Completed,Completed,,GFL,Biodiversity and Land Branch (BLB),,12/30/1899," 10,000 "," 90,000 "," 100,000 "
5201,UNEP,"Global (Brazil, Chile, Madagascar)",Global,Alliance for Zero Extiction (AZE): Conserving Earth's Most Irreplaceable Sites for Endangered Biodiversity,Alliance for Zero Extiction (AZE),Ersin Esen,MSP,Technically Completed,Biodiversity,Ecosystem Management,08-May-14,,08-May-14,02-Sep-14,31-Dec-15,SB-000690.17,"$77,187.00",22-Jul-15,08-Oct-15,02-Oct-15,30-Jun-19,,,30-Jun-20,2,,SB-004354.01,S1-32GFL-000618,P1-33GFL-000798,"$1,922,813"," 4,797,171 ",Aska Ochiel ,George Saddimbah,Weldon Lemein,Completed,,,GFL,Biodiversity and Land Branch (BLB),,06/30/2019," 19,228 "," 173,053 "," 192,281 "
5208,UNEP,Palau,Asia Pacific,R2R: Advancing Sustainable Resources Management to Improve Livelihoods and Protect Biodiversity in Palau,Advancing Sustainable Palau,Johan Robinson,FSP,Under Implementation,Multi-focal Areas(BD/LD/IW),Ecosystem Management,21-Mar-14,,05-Feb-14,02-Oct-14,30-Sep-15,SB-000768.04,"$110,100.00",28-Apr-16,15-Sep-16,23-Aug-16,31-Aug-20,30-Mar-22,,31-Aug-21,1,30-Sep-22,SB-006391,S1-32GFL-000621,P1-33GFL-001024,"$3,747,706"," 15,800,000 ",Peerayot Sidonrusmee,Janet Bwiza,Serah Shaiya,,,,GFL,Biodiversity and Land Branch (BLB),,03/30/2022," 37,477 "," 337,294 "," 374,771 "
5210,UNEP,Cameroon,Africa,Sustainable Farming and Critical Habitat Conservation to Achieve Biodiversity Mainstreaming and Protected Areas Management Effectiveness in Western Cameroon SUFACHAC,Western Cameroon SUFACHAC ,Adamou Bouhari,MSP,Under Implementation,Biodiversity,Ecosystems Management,05-Mar-13,15-Jan-16,05-Mar-13,20-May-13,30-Jun-14,SB-000688.27,"$73,059.00",03-Mar-16,29-Jun-16,20-Dec-16,31-Dec-20,30-Apr-22,,30-Apr-23,1,30-Apr-23, SB-005959,S1-32GFL-000618,P1-33GFL-001008,"$1,716,895"," 6,112,840 ",Eric Mugo,George Saddimbah,Linda Choge,,,30-Apr-21,GFL,Biodiversity and Land Branch (BLB),,04/30/2022," 17,169 "," 154,521 "," 171,690 "
5272,UNEP,Kenya,Africa,Scaling up Sustainable Land Management and Agrobiodiversity Conservation to Reduce Environmental Degradation in Small Scale Agriculture in Western Kenya,Western Kenya FSP ,Jane Nimpamya,FSP,Under Implementation,Multi-focal Areas(LD/BD),Ecosystem Management,20-Jun-13,,23-Apr-13,19-Dec-13,30-Jun-15,SB-000689.26,"$80,000.00",12-Jul-16,24-Nov-16,04-Nov-16,22-Jul-22,,,31-Jul-22,,,"SB-006284.01,SB-006284.02,SB-006284.03,SB-006284.04,SB-006284.05",S1-32GFL-000621,P1-33GFL-001053,"$3,583,800"," 9,904,405 ",Evelyn Machasio,George Saddimbah,Michael Atogoh,,,,GFL,Biodiversity and Land Branch (BLB),,07/22/2022," 35,838 "," 322,542 "," 358,380 "
5283,UNEP,"Regional (Angola, Lesotho, Madagascar, Malawi, Mozambique, Congo DR)",Africa,Multi-Country Project to Strengthen Institutional Capacity on LMO Testing in Support of National Decision-making,MCP-ICLT/FSP,Alex Owusu-Biney,FSP,Under Implementation,Biodiversity,Ecosystem Management,27-May-14,,01-Apr-14,19-Sep-14,30-Jun-14,SB-000690.14,"$115,000.00",05-Dec-16,30-May-17,09-Mar-21,30-Jun-21,30-Jun-22,30-Jun-22,31-Dec-21,1,31-Dec-22,SB-007533,S1-32GFL-000617,P1-33GFL-001113,"$3,860,000"," 6,546,752 ",Evelyn Machasio ,Janet Bwiza,Lilian Musyoka,Completed,N/A,,GFL,Biodiversity and Land Branch (BLB),6 Countries,06/30/2022," 38,600 "," 347,400 "," 386,000 "
5285,UNEP,Indonesia,Asia Pacific,"Strengthening Forest and Ecosystem Connectivity in RIMBA Landscape of Central Sumatra throughInvesting in Natural Capital, Biodiversity Conservation, and Land-based Emission Reductions (RIMBA)",RIMBA,Max Zieren,FSP,CEO Endorsed,Multi-focal Areas(BD/CCM),Ecosystem Management,20-Jun-13,,24-Apr-13,17-Sep-13,31-Jul-14,SB-000689.13.01,"$190,000.00",12-Jul-16,24-Jun-21,,01-Jan-21,,,30-Jun-27,,,SB-017888,S1-32GFL-000702 ,,"$9,431,763"," 40,640,872 ",Peerayot Sidonrusmee,Janet Bwiza,Serah Shaiya,,?,,GFL,Biodiversity and Land Branch (BLB),PCA to be approved/signed by NEA,01/01/2021," 94,318 "," 848,859 "," 943,176 "
5290,UNEP,Venezuela,Latin America and the Caribbean,"Implementation of the National Biosafety Framework in Venezuelain Accordance to the Cartagena Protocol on Biosafety",Venezuela/IMP,Thais Narciso,MSP,Under Implementation,Biodiversity,Ecosystem Management,01-Aug-13,,01-Aug-13,23-Apr-15,31-Oct-16,SB-000690.24,"$54,714.00",24-Feb-17,10-Jul-17,09-Aug-17,30-Apr-21,30-Apr-22,,30-Apr-22,extension undergoing,,SB-008055,S1-32GFL-000618,P1-33GFL-001151,"$1,860,000"," 6,672,000 ",Gloritzel Frangakis ,Michael Atogoh,Elizabeth Goro,Completed,N/A,,GFL,Biodiversity and Land Branch (BLB),NCE to be requested,04/30/2022," 18,600 "," 167,400 "," 186,000 "
5311,UNEP,Montenegro,Europe,Support for development of National Action Program Aligned to the UNCCD 10 Year Strategy and Reporting Process,4C54,Adamou Bouhari,EA,Completed,Land Degradation,Ecosystems Management,05-Mar-13,26-Feb-13,,,,N/A,$0.00,05-Mar-13,24-Sep-13,14-Jun-13,31-Dec-14,,31-Dec-14,31-Dec-14,,31-Dec-14,SB-000762,,,"$136,986"," 170,000 ",Eric Mugo,George Saddimbah,Linda Choge,,,,,Biodiversity and Land Branch (BLB),,12/31/2014," 1,370 "," 12,329 "," 13,699 "
5313,UNEP,Iran,Asia Pacific,National Action Programme (NAP) Alignment and Fith Reporting to UNCCD,4C54,Adamou Bouhari,EA,Completed,Land Degradation,Ecosystems Management,05-Mar-13,26-Feb-13,,,,N/A,$0.00,05-Mar-13,18-May-15,12-Apr-15,31-Dec-16,30-Jun-18,30-Jun-18,30-Jun-18,1,30-Jun-18,SB-000762.24.84,S1-32GFL-000380,P1-33GFL-000680,"$136,986"," 260,000 ",Eric Mugo,George Saddimbah,Linda Choge,N/A,N/A,31-Dec-16,,Biodiversity and Land Branch (BLB),,06/30/2018," 1,370 "," 12,329 "," 13,699 "
5315,UNEP,Macedonia,Europe,Support for the Development of National Action Program Aligned to the UNCCD 10 Year Strategy and Reporting Process under UNCCD,4C54,Adamou Bouhari,EA,Completed,Land Degradation,Ecosystems Management,05-Mar-13,26-Feb-13,,,,N/A,$0.00,05-Mar-13,01-Aug-13,14-Jun-13,31-Dec-14,,31-Dec-14,31-Dec-14,,31-Dec-14,SB-000762,S1-32GFL-000380,P1-33GFL-000372,"$136,986"," 170,000 ",Eric Mugo,George Saddimbah,Linda Choge,,,31-Dec-14,,Biodiversity and Land Branch (BLB),,12/31/2014," 1,370 "," 12,329 "," 13,699 "
5346,UNEP,Zimbabwe,Africa,Support to Alignment of Zimbabwe's National Action Programme and Reporting  Process to the UNCCD Ten-Year Strategy,4C54,Adamou Bouhari,EA,Under implementation,Land Degradation,Ecosystems Management,28-Mar-13,21-Mar-13,,,,N/A,$0.00,28-Mar-13,21-Jun-13,21-Jun-13,30-Jun-14,30-Mar-22,,31-Dec-14,1,30-Aug-22,SB-000762.24.64,S1-32GFL-000380,P1-33GFL-000388,"$136,986"," 150,000 ",Eric Mugo,George Saddimbah,Linda Choge,N/A,N/A,31-Dec-14,GFL,Biodiversity and Land Branch (BLB),,03/30/2022," 1,370 "," 12,329 "," 13,699 "
5347,UNEP,Yemen,West Asia,Support to the Integrated Program for the Conservation and Sustainable Development of the Socotra Archipelago,Socotra Yemen,Ersin Esen,FSP,Under Implementation,Multi-focal Areas(BD/LD),Ecosystem Management,20-Jun-13,,23-Apr-13,18-Oct-13,30-Jun-15,SB-000689.12,"$150,000.00",23-Feb-15,18-Nov-15,27-Jul-20,28-Feb-20,30-Jun-20,30-Jun-23,31-Jul-20,3,31-Dec-23, SB-001122,S1-32GFL-000602,P1-33GFL-000820,"$4,854,566"," 15,042,521 ",Aska Ochiel ,George Saddimbah,Weldon Lemein,Completed,,,GFL,Biodiversity and Land Branch (BLB),A second no cost extension with the initial EA has been extended until end of July 2020. A second PCA with a new EA is being processed. ,06/30/2023," 48,546 "," 436,911 "," 485,457 "
5351,UNEP,Madagascar,Africa,Strengthening the Network of New Protected Areas in Madagascar including New Protected Areas,AP & Mangroves Madagascar,Victoria Luque,FSP,Under Implementation,Biodiversity,Ecosystem Management,07-Nov-13,10-Aug-17,12-Sep-13,16-Jun-14,30-Aug-15,SB-000689.43,"$113,000.00",07-Sep-17,14-Nov-17,14-Nov-17,30-Oct-22,,,30-Oct-23,,,SB-008641,S1-32GFL-000617,P1-33GFL-001249,"$3,905,265"," 45,407,409 ",Eric Mugo,Janet Bwiza,Linda Choge,,,30-Oct-23,GFL,Biodiversity and Land Branch (BLB),,10/30/2022," 39,053 "," 351,474 "," 390,527 "
5352,UNEP,Madagascar,Africa,"Conservation of Key Threatened, Endemic and Economically Valuable Species in Madagascar",Endemic Species Madagascar -FSP,Victoria Luque,FSP,Under Implementation,Biodiversity,Ecosystem Management,21-Mar-14,09-Sep-16,05-Feb-14,13-Jun-14,30-Jun-15,SB-000689.37,"$91,324.00",07-Nov-16,08-May-17,09-May-17,30-Jun-21,31-Dec-22,,30-Jun-22,,,SB-006895,S1-32GFL-000617,P1-33GFL-001111,"$5,650,000"," 15,589,740 ",Eric Mugo,Janet Bwiza,Linda Choge,,,30-Jun-22,GFL,Biodiversity and Land Branch (BLB),,12/31/2022," 56,500 "," 508,500 "," 565,000 "
5354,UNEP,Madagascar,Africa,Participatory Sustainable Land Management in the Grassland Plateaus of Western Madagascar,Madagascar Grasslands,Victoria Luque,MSP,Under Implementation,Land Degradation,Ecosystem Management,10-Jun-13,08-Mar-16,10-Jun-13,26-Sep-13,31-Oct-14,,"$100,000.00",21-Sep-16,07-Dec-16,07-Dec-16,31-May-20,30-Jun-22,,30-Jun-22,1,,SB-006654.01,S1-32GFL-000620,P1-33GFL-001055,"$1,584,931"," 5,345,800 ",Aska Ochiel ,George Saddimbah,Weldon Lemein,,,31-May-21,GFL,Biodiversity and Land Branch (BLB),,06/30/2022," 15,849 "," 142,644 "," 158,493 "
5356,UNEP,"Global (Georgia,Madagascar)",Global ,Global Forest Watch 2.0 FW 2.0,Global Forest Watch FSP,Ersin Esen,FSP,Technically Completed,Multi-focal Areas(BD/LD/CCM),Ecosystem Management,20-Jun-13,,23-Apr-13,27-Sep-13,31-Dec-15,SB-000689.14,"$136,987.00",31-Aug-15,06-Nov-15,04-Nov-15,30-Sep-18,30-Sep-19,,30-Sep-19,1,30-Sep-20,SB-004358.07,S1-32GFL-000621,P1-33GFL-000799,"$5,342,465"," 27,894,000 ",Aska Ochiel ,George Saddimbah,Weldon Lemein,Completed,Under Implementation,,GFL,Biodiversity and Land Branch (BLB),,09/30/2019," 53,425 "," 480,822 "," 534,247 "
5389,UNEP,Eritrea,Africa ,Support to Eritrea for the Revision of the NBSAPs and Development of Fifth National Report to the Convention on Biological Diversity (CBD),Eritrea (SC) ,Jane Nimpamya,EA,Technically Completed,Biodiversity,Ecosystem Management,07-May-13,,,,,,$0.00,07-May-13,01-Jul-13,29-May-13,30-Jun-14,30-Jun-14,31-Dec-15,31-Dec-15,,31-Dec-15,SB-000760.02.75,S1-32GFL-000367,P1-33GFL-000305,"$220,000"," 216,000 ",Evelyn Machasio,George Saddimbah,Michael Atogoh,N/A,N/A,,GFL,Biodiversity and Land Branch (BLB),,12/31/2015," 2,200 "," 19,800 "," 22,000 "
