Ecosystem service,Asset,Driver,Influence,Justification,Likely Response,Effect on Variability,Human action or natural variation,Timescale,Spatial Characteristics
Estabilización de masa y control de la erosión,Suelos y sedimentos,Desprendimiento de tierras  ,A,"Los cambios geológicos tienen efectos negativos directos en la fertilidad y la disponibilidad del agua, entre otros. La susceptibilidad del suelo a los cambios geológicos es variable y depende de diversas propiedades físicas, bióticas y químicas, mientras que la erosionabilidad del suelo es altamente dependiente de factores externos, tales como la vegetación.","Movimientos de tierra, alteración de la inclinación de pendientes, la velocidad de la escorrentía aumenta en pendientes pronunciadas, que aumenta el poder del agua para partir y transportar partículas del suelo.",Mayor ruptura del suelo y vulnerabilidad a erosión hídrica.,Variación natural,Corto plazo,Local
Estabilización de masa y control de la erosión,Hábitats,Acidificación de los océanos  ,R,La acidificación hace que los océanos sean menos adecuados como hábitats para muchas de las especies que habitan en ellos. Afecta notable y negativamente el crecimiento de corales y demás especies con exoesqueletos basados en carbonato cálcico. Se pronostica que los niveles globales de pH oceánico serán 170% más ácidos en 2100.,El CO2 atmosférico creciente disminuye las concentraciones de carbonato de agua de mar y reduce la producción de carbonato cálcico por los corales.,El blanqueo y la calcificación causan mortalidad y mayores tasas de erosión de corales.,Acción humana,Corto-mediano plazo ,Global
Estabilización de masa y control de la erosión,Hábitats,Tormentas,R,"Las tormentas pueden tener impactos negativos fuertes en determinados tipos de hábitats, tales como arrecifes coralinos poco profundos. Se espera que la intensidad y la frecuencia de las tormentas aumentarán en los próximos 100 años con tormentas tropicales previstas de aumentar en intensidad entre 2% y 11%. Sin embargo, hay un alto nivel de variabilidad en las respuestas de hábitats a las tormentas.",La acción del oleaje generada por los vientos y tormentas intensas daña a las plantas y causa cambios en la hidrología.,La pérdida o daño de vegetación puede causar una reducción en la capacidad de retención de sedimentos. El desprendimiento de árboles inducido por tormentas expone el suelo y provoca erosión.,Variación natural,Corto plazo,Local
Estabilización de masa y control de la erosión,Suelos y sedimentos,Tormentas,A,"Las tormentas impulsan la erosión del suelo por cambios en la intensidad de lluvia y viento, escorrentías y pérdida de estabilidad estructural. Las escorrentías pueden causar pérdida de nutrientes y fertilidad. La susceptibilidad depende de las propiedades del suelo y la intensidad del generador, que causa la variabilidad en el impacto. ",La acción del oleaje generada por los vientos y tormentas intensas daña a las plantas y causa cambios en la hidrología.,La pérdida o daño de vegetación puede causar una reducción en la capacidad de retención de sedimentos. El desprendimiento de árboles inducido por tormentas expone el suelo y provoca erosión.,Variación natural,Corto plazo,Local
Mediación de impactos sensoriales ,Atmósfera ,Modificación del hábitat ,R,"La modificación de hábitats puede generar una extensa liberación de carbono (por ejemplo, la deforestación mediante tala y quema) que contribuye >10% de las emisiones de carbono a nivel global, al aumentar las temperaturas ambientales y superficiales y alterar las corrientes circulatorias en la atmósfera. Con incrementos de la modificación de hábitats proyectados, se espera que la composición de gases atmosféricos y la variabilidad climática continúen durante los próximos 100 años.",Cambios en intensidad y extensión.,La alteración de la vegetación puede degradar o causar pérdida del servicio.,Acción humana,Corto plazo,Local
Mediación de impactos sensoriales ,Hábitats,Modificación del hábitat ,R,"La modificación de hábitats impacta directamente a los hábitats: altera los paisajes y comunidades mediante la reducción de los tamaños de las poblaciones y fragmenta los rangos mediante la imposición de barreras físicas o biológicas a la dispersión. Sin embargo, los hábitats varían en resiliencia, por lo que los impactos difieren.",Cambios en intensidad y extensión,La alteración de la vegetación puede degradar o causar pérdida del servicio.,Acción humana,Corto plazo,Local
Mediación de impactos sensoriales,Hábitats,Modificación del hábitat ,R,"La modificación de hábitats impacta directamente a los hábitats: altera los paisajes y comunidades mediante la reducción de los tamaños de las poblaciones y fragmenta los rangos mediante la imposición de barreras físicas o biológicas a la dispersión. Sin embargo, los hábitats varían en resiliencia, por lo que los impactos difieren.",Cambios en intensidad y extensión.,"El tipo de uso del suelo determina los tipos de alteración (labranza, agroquímicos, fertilizantes, excrementos, etc.) y cambia las propiedades del suelo y tasas de caudal.",Acción humana,Corto plazo,Local
Mediación de impactos sensoriales,Especies,Modificación del hábitat ,R,"La degradación de la calidad o cantidad de hábitats puede reducir el tamaño de las poblaciones y las tasas de crecimiento, y aumentar el cambio de los eventos de extinción locales.",Cambios en intensidad y extensión.,La alteración de la vegetación puede degradar o causar pérdida del servicio.,Acción humana,Corto plazo,Local
Mediación de impactos sensoriales,Especies,Modificación del hábitat ,R,"La degradación de la calidad o cantidad de hábitats puede reducir el tamaño de las poblaciones y las tasas de crecimiento, y aumentar el cambio de los eventos de extinción locales.",Cambios en intensidad y extensión.,"El tipo de uso del suelo determina los tipos de alteración (labranza, agroquímicos, fertilizantes, excrementos, etc.) y cambia las propiedades del suelo y tasas de caudal.",Acción humana,Corto plazo,Local
Mediación de impactos sensoriales,Agua,Modificación del hábitat ,R,La modificación de hábitats cambia el uso y la distribución del agua. Las presiones crecientes del desarrollo económico verán más cambios en los hábitats en el largo plazo.,Cambios en intensidad y extensión.,La alteración de la vegetación puede degradar o causar pérdida del servicio.,Acción humana,Corto plazo,Local
Mediación de impactos sensoriales,Atmósfera ,Contaminación,R,"Las mediciones atmosféricas han demostrado aumentos constantes en las cantidades de gases de efecto invernadero (GEI), aerosoles y particulados durante los últimos 20 años como resultado de la contaminación y se espera que continúen, lo que alterará las composiciones atmosféricas durante los próximos 100 años. Las disminuciones de la vegetación que filtra los servicios provistos por fotosíntesis y deposición seca, como resultado de la deforestación, han dejado a la atmósfera altamente susceptible a mayores aumentos. Estudios extensos han demostrado que los gases de efecto invernadero contribuyen al calentamiento global y al cambio climático.","Altera las condiciones: temperatura, humedad, lluvia","La contaminación puede alterar la presencia y condiciones de la vegetación urbana y suburbana, y puede disminuir la capacidad de las plantas para absorber gas.",Acción humana,Corto-mediano plazo ,Global
Mediación de impactos sensoriales,Hábitats,Contaminación,A,"La contaminación puede causar cambios físicos y químicos en los hábitats, que reduce la capacidad de aprovisionamiento y, en consecuencia, impacta a las especies. Los hábitats tienen la capacidad de recuperarse de los impactos de contaminación si no están tan sobrecargados con contaminantes irreversibles, siendo importantes tanto el tipo de contaminación como el nivel de carga. Algunos hábitats son más resilientes a los efectos de la contaminación ? la relación normalmente está determinada por el contexto y depende del hábitat, pero también del tipo de contaminante.","Altera las condiciones: temperatura, humedad, lluvia","La contaminación puede alterar la presencia y condiciones de la vegetación urbana y suburbana, y puede disminuir la capacidad de las plantas para absorber gas.",Acción humana,Corto o mediano plazo,Global
Mediación de impactos sensoriales,Especies,Contaminación,A,"La contaminación es perjudicial para la salud de las especies. La deposición atmosférica de nitrógeno reactivo, por ejemplo, tiene el potencial de reducir la abundancia de especies vegetales, al favorecer especies mejor adaptadas a niveles altos de nutrientes. Los impactos de la contaminación sobre las especies varían por ubicación y otros parámetros externos.","Altera las condiciones: temperatura, humedad, lluvia.","La contaminación puede alterar la presencia y condiciones de la vegetación urbana y suburbana, y puede disminuir la capacidad de las plantas para absorber gas.",Acción humana,Corto-mediano plazo,Global
